,Input,Response
1729,"Es scheint mir, dass Sie Recht haben.","{""explainHtml"":""<p  class='LT2'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""correctedHtml"":""Es scheint mir, dass Sie <u class='LT2'>Recht<\/u> haben."",""model"":""UNK"",""editXml"":""Es scheint mir, dass Sie <DBT RID='LT2'>Recht<\/DBT> haben."",""corrected"":""Es scheint mir, dass Sie Recht haben."",""editOps"":[{""LTID"":""LT2"",""beg"":25,""kind"":""DBT"",""alt"":"""",""text"":""Recht""}]}"
1730,"Mir scheint, Sie haben Recht.","{""explainHtml"":""<p  class='LT2'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>scheint<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""correctedHtml"":""Mir scheint, Sie haben <u class='LT2'>Recht<\/u>."",""model"":""UNK"",""editXml"":""Mir scheint, Sie haben <DBT RID='LT2'>Recht<\/DBT>."",""corrected"":""Mir scheint, Sie haben Recht."",""editOps"":[{""LTID"":""LT2"",""beg"":23,""kind"":""DBT"",""alt"":"""",""text"":""Recht""}]}"
1731,"Sie kann nicht verstanden haben, was du gesagt hast.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie kann nicht verstanden haben, was du gesagt hast."",""model"":""UNK"",""editXml"":""Sie kann nicht verstanden haben, was du gesagt hast."",""corrected"":""Sie kann nicht verstanden haben, was du gesagt hast."",""editOps"":[]}"
1732,"Was du sagtest, trifft auch für diesen Fall zu.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Was du sagtest, trifft auch für diesen Fall zu."",""model"":""UNK"",""editXml"":""Was du sagtest, trifft auch für diesen Fall zu."",""corrected"":""Was du sagtest, trifft auch für diesen Fall zu."",""editOps"":[]}"
1733,"Was du sagst, tut jetzt nichts zur Sache.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Was du sagst, tut jetzt nichts zur Sache."",""model"":""UNK"",""editXml"":""Was du sagst, tut jetzt nichts zur Sache."",""corrected"":""Was du sagst, tut jetzt nichts zur Sache."",""editOps"":[]}"
1734,"Ich glaube, ihr habt Recht.","{""explainHtml"":""<p  class='LT2'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Recht<\/b> : Empfehlung: Schreiben Sie das Wort \""Recht\"" im Zusammenhang mit \""recht haben\"" oder \""recht geben\"" klein.<br\/>→ <span class='LTsuggest'>recht<\/span><\/p>\n"",""correctedHtml"":""Ich glaube, ihr habt <u class='LT2'>Recht<\/u>."",""model"":""UNK"",""editXml"":""Ich glaube, ihr habt <DBT RID='LT2'>Recht<\/DBT>."",""corrected"":""Ich glaube, ihr habt Recht."",""editOps"":[{""LTID"":""LT2"",""beg"":21,""kind"":""DBT"",""alt"":"""",""text"":""Recht""}]}"
1735,"Das zu glauben, fällt mir schwer.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Das zu glauben, fällt mir schwer."",""model"":""UNK"",""editXml"":""Das zu glauben, fällt mir schwer."",""corrected"":""Das zu glauben, fällt mir schwer."",""editOps"":[]}"
1736,"Mir fällt es schwer, das zu glauben.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Mir <u title='fehlt || fällt'>fällt<\/u> es schwer, das zu glauben."",""model"":""UNK"",""editXml"":""Mir <DBT TOK='fehlt || fällt'>fällt<\/DBT> es schwer, das zu glauben."",""corrected"":""Mir fällt es schwer, das zu glauben."",""editOps"":[{""LTID"":"""",""beg"":4,""kind"":""DBT"",""alt"":""fehlt || fällt"",""text"":""fällt""}]}"
1737,Du kommst vom Thema ab!,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du kommst vom Thema ab!"",""model"":""UNK"",""editXml"":""Du kommst vom Thema ab!"",""corrected"":""Du kommst vom Thema ab!"",""editOps"":[]}"
1738,"Alles, was du sagst, ist vollkommen richtig.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Alles, was du sagst, ist vollkommen richtig."",""model"":""UNK"",""editXml"":""Alles, was du sagst, ist vollkommen richtig."",""corrected"":""Alles, was du sagst, ist vollkommen richtig."",""editOps"":[]}"
1739,"Du solltest mehr Acht auf das geben, was du sagst.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>solltest, mehr, Acht<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Du solltest mehr Acht auf das geben, was du sagst."",""model"":""UNK"",""editXml"":""Du solltest mehr Acht auf das geben, was du sagst."",""corrected"":""Du solltest mehr Acht auf das geben, was du sagst."",""editOps"":[]}"
1740,"Du solltest achtsamer sein, was du sagst.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du solltest achtsamer sein, was du sagst."",""model"":""UNK"",""editXml"":""Du solltest achtsamer sein, was du sagst."",""corrected"":""Du solltest achtsamer sein, was du sagst."",""editOps"":[]}"
1741,"Es ist viel Wahres dran an dem, was du sagst.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Wahres<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Es ist viel Wahres dran an dem, was du sagst."",""model"":""UNK"",""editXml"":""Es ist viel Wahres dran an dem, was du sagst."",""corrected"":""Es ist viel Wahres dran an dem, was du sagst."",""editOps"":[]}"
1742,Was geschah mit deinem Hund?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Was geschah mit deinem Hund?"",""model"":""UNK"",""editXml"":""Was geschah mit deinem Hund?"",""corrected"":""Was geschah mit deinem Hund?"",""editOps"":[]}"
1743,Ich war wegen deiner Gesundheit beunruhigt.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich war wegen deiner Gesundheit beunruhigt."",""model"":""UNK"",""editXml"":""Ich war wegen deiner Gesundheit beunruhigt."",""corrected"":""Ich war wegen deiner Gesundheit beunruhigt."",""editOps"":[]}"
1744,Ihre Entscheidung steht zur offenen Diskussion.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ihre Entscheidung steht zur offenen Diskussion."",""model"":""UNK"",""editXml"":""Ihre Entscheidung steht zur offenen Diskussion."",""corrected"":""Ihre Entscheidung steht zur offenen Diskussion."",""editOps"":[]}"
1745,Ihr Plan scheint besser als meiner zu sein.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ihr Plan scheint besser als meiner zu sein."",""model"":""UNK"",""editXml"":""Ihr Plan scheint besser als meiner zu sein."",""corrected"":""Ihr Plan scheint besser als meiner zu sein."",""editOps"":[]}"
1746,Du hast eine große Laufmasche.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du hast eine große Laufmasche."",""model"":""UNK"",""editXml"":""Du hast eine große Laufmasche."",""corrected"":""Du hast eine große Laufmasche."",""editOps"":[]}"
1747,Deine Schuhe passen nicht zum Anzug.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Deine Schuhe passen nicht zum Anzug."",""model"":""UNK"",""editXml"":""Deine Schuhe passen nicht zum Anzug."",""corrected"":""Deine Schuhe passen nicht zum Anzug."",""editOps"":[]}"
1748,Deine Schuhe sind hier. Wo sind denn meine?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Deine Schuhe sind hier. Wo sind denn meine?"",""model"":""UNK"",""editXml"":""Deine Schuhe sind hier. Wo sind denn meine?"",""corrected"":""Deine Schuhe sind hier. Wo sind denn meine?"",""editOps"":[]}"
1749,"Ich bin es leid, deine Beschwerden anzuhören.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich bin es leid, deine Beschwerden anzuhören."",""model"":""UNK"",""editXml"":""Ich bin es leid, deine Beschwerden anzuhören."",""corrected"":""Ich bin es leid, deine Beschwerden anzuhören."",""editOps"":[]}"
1750,"Du kannst jedes Buch lesen, das dich interessiert.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du kannst jedes Buch lesen, das dich interessiert."",""model"":""UNK"",""editXml"":""Du kannst jedes Buch lesen, das dich interessiert."",""corrected"":""Du kannst jedes Buch lesen, das dich interessiert."",""editOps"":[]}"
1751,"Ihr könnt jedes Buch lesen, an dem ihr Interesse habt.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ihr könnt jedes Buch lesen, an dem ihr Interesse habt."",""model"":""UNK"",""editXml"":""Ihr könnt jedes Buch lesen, an dem ihr Interesse habt."",""corrected"":""Ihr könnt jedes Buch lesen, an dem ihr Interesse habt."",""editOps"":[]}"
1752,"Sie können jedes Buch lesen, an dem Sie Interesse hegen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie können jedes Buch lesen, an dem Sie Interesse hegen."",""model"":""UNK"",""editXml"":""Sie können jedes Buch lesen, an dem Sie Interesse hegen."",""corrected"":""Sie können jedes Buch lesen, an dem Sie Interesse hegen."",""editOps"":[]}"
1753,"Weißt du, was du da fragst?","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>du, was, da<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Weißt du, was du da fragst?"",""model"":""UNK"",""editXml"":""Weißt du, was du da fragst?"",""corrected"":""Weißt du, was du da fragst?"",""editOps"":[]}"
1754,Ich verbiete dir zu rauchen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich verbiete dir zu rauchen."",""model"":""UNK"",""editXml"":""Ich verbiete dir zu rauchen."",""corrected"":""Ich verbiete dir zu rauchen."",""editOps"":[]}"
1755,Dein schlechtes Gedächtnis ist die Folge von schlechten Hörgewohnheiten.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Dein schlechtes Gedächtnis ist die Folge von schlechten Hörgewohnheiten."",""model"":""UNK"",""editXml"":""Dein schlechtes Gedächtnis ist die Folge von schlechten Hörgewohnheiten."",""corrected"":""Dein schlechtes Gedächtnis ist die Folge von schlechten Hörgewohnheiten."",""editOps"":[]}"
1756,"Je früher du zurückkommst, desto mehr freut sich dein Vater.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Je früher du zurückkommst, desto mehr freut sich dein Vater."",""model"":""UNK"",""editXml"":""Je früher du zurückkommst, desto mehr freut sich dein Vater."",""corrected"":""Je früher du zurückkommst, desto mehr freut sich dein Vater."",""editOps"":[]}"
1757,"Ich denke, deine grundlegende Theorie ist falsch.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich denke, deine grundlegende Theorie ist falsch."",""model"":""UNK"",""editXml"":""Ich denke, deine grundlegende Theorie ist falsch."",""corrected"":""Ich denke, deine grundlegende Theorie ist falsch."",""editOps"":[]}"
1758,Dein Wunsch wird sich bald erfüllen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Dein Wunsch wird sich bald erfüllen."",""model"":""UNK"",""editXml"":""Dein Wunsch wird sich bald erfüllen."",""corrected"":""Dein Wunsch wird sich bald erfüllen."",""editOps"":[]}"
1759,Dein Wunsch wird in naher Zukunft in Erfüllung gehen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Dein Wunsch wird in naher Zukunft in Erfüllung gehen."",""model"":""UNK"",""editXml"":""Dein Wunsch wird in naher Zukunft in Erfüllung gehen."",""corrected"":""Dein Wunsch wird in naher Zukunft in Erfüllung gehen."",""editOps"":[]}"
1760,Deine Augen erinnern mich an Sterne.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Deine Augen erinnern mich an Sterne."",""model"":""UNK"",""editXml"":""Deine Augen erinnern mich an Sterne."",""corrected"":""Deine Augen erinnern mich an Sterne."",""editOps"":[]}"
1761,Wie viele Schüler sind an Ihrer Schule?,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wie viele Schüler sind an Ihrer Schule?"",""model"":""UNK"",""editXml"":""Wie viele Schüler sind an Ihrer Schule?"",""corrected"":""Wie viele Schüler sind an Ihrer Schule?"",""editOps"":[]}"
1762,Ihr Gesang beschämt einen professionellen Sänger.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ihr Gesang beschämt einen professionellen Sänger."",""model"":""UNK"",""editXml"":""Ihr Gesang beschämt einen professionellen Sänger."",""corrected"":""Ihr Gesang beschämt einen professionellen Sänger."",""editOps"":[]}"
1763,Besprechen wir deine Liebesprobleme auf dem Rückweg von der Schule!,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Besprechen wir deine Liebesprobleme auf dem Rückweg von der Schule!"",""model"":""UNK"",""editXml"":""Besprechen wir deine Liebesprobleme auf dem Rückweg von der Schule!"",""corrected"":""Besprechen wir deine Liebesprobleme auf dem Rückweg von der Schule!"",""editOps"":[]}"
1764,"Jetzt ist die Zeit, deinen Trumpf auszuspielen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Jetzt ist die Zeit, deinen Trumpf auszuspielen."",""model"":""UNK"",""editXml"":""Jetzt ist die Zeit, deinen Trumpf auszuspielen."",""corrected"":""Jetzt ist die Zeit, deinen Trumpf auszuspielen."",""editOps"":[]}"
1765,Dein Englisch macht Fortschritte.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Englisch<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Dein Englisch macht Fortschritte."",""model"":""UNK"",""editXml"":""Dein Englisch macht Fortschritte."",""corrected"":""Dein Englisch macht Fortschritte."",""editOps"":[]}"
1766,Dein English ist perfekt.,"{""explainHtml"":""<p  class='LT2'><b>English<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Englisch<\/span>, <span class='LTsuggest'>Anglist<\/span>, <span class='LTsuggest'>Englische<\/span>, <span class='LTsuggest'>Endlich<\/span>, <span class='LTsuggest'>Anglich<\/span>, <span class='LTsuggest'>Entlieh<\/span>, <span class='LTsuggest'>Anglisch<\/span>, <span class='LTsuggest'>Denglisch<\/span>, <span class='LTsuggest'>Enolisch<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>English<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Englisch<\/span>, <span class='LTsuggest'>Anglist<\/span>, <span class='LTsuggest'>Englische<\/span>, <span class='LTsuggest'>Endlich<\/span>, <span class='LTsuggest'>Anglich<\/span>, <span class='LTsuggest'>Entlieh<\/span>, <span class='LTsuggest'>Anglisch<\/span>, <span class='LTsuggest'>Denglisch<\/span>, <span class='LTsuggest'>Enolisch<\/span><\/p>\n"",""correctedHtml"":""Dein <i class='LT2'>English<\/i> ist perfekt."",""model"":""UNK"",""editXml"":""Dein <UNK RID='LT2'>English<\/UNK> ist perfekt."",""corrected"":""Dein English ist perfekt."",""editOps"":[{""LTID"":""LT2"",""beg"":5,""kind"":""UNK"",""alt"":"""",""text"":""English""}]}"
1767,"Ich finde, dass dein Englisch viel besser geworden ist.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Englisch<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Ich finde, dass dein Englisch viel besser geworden ist."",""model"":""UNK"",""editXml"":""Ich finde, dass dein Englisch viel besser geworden ist."",""corrected"":""Ich finde, dass dein Englisch viel besser geworden ist."",""editOps"":[]}"
1768,"Ich finde, dein Englisch ist schon viel besser geworden.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Englisch<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Ich finde, dein Englisch ist schon viel besser geworden."",""model"":""UNK"",""editXml"":""Ich finde, dein Englisch ist schon viel besser geworden."",""corrected"":""Ich finde, dein Englisch ist schon viel besser geworden."",""editOps"":[]}"
1769,Ihr Englisch hat sich sehr verbessert.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Englisch<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Ihr Englisch hat sich sehr verbessert."",""model"":""UNK"",""editXml"":""Ihr Englisch hat sich sehr verbessert."",""corrected"":""Ihr Englisch hat sich sehr verbessert."",""editOps"":[]}"
1770,Zwing mir nicht deine Ansichten auf.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Zwing mir nicht deine Ansichten auf."",""model"":""UNK"",""editXml"":""Zwing mir nicht deine Ansichten auf."",""corrected"":""Zwing mir nicht deine Ansichten auf."",""editOps"":[]}"
1771,Zwingt mir nicht eure Ansichten auf.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Zwingt <u title='mich || mir'>mir<\/u> nicht eure Ansichten auf."",""model"":""UNK"",""editXml"":""Zwingt <DBT TOK='mich || mir'>mir<\/DBT> nicht eure Ansichten auf."",""corrected"":""Zwingt mir nicht eure Ansichten auf."",""editOps"":[{""LTID"":"""",""beg"":7,""kind"":""DBT"",""alt"":""mich || mir"",""text"":""mir""}]}"
1772,Zwingen Sie mir nicht Ihre Ansichten auf.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Zwingen Sie <u title='mich || mir'>mir<\/u> nicht Ihre Ansichten auf."",""model"":""UNK"",""editXml"":""Zwingen Sie <DBT TOK='mich || mir'>mir<\/DBT> nicht Ihre Ansichten auf."",""corrected"":""Zwingen Sie mir nicht Ihre Ansichten auf."",""editOps"":[{""LTID"":"""",""beg"":12,""kind"":""DBT"",""alt"":""mich || mir"",""text"":""mir""}]}"
1773,Deine Meinung ist sehr konstruktiv.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Deine Meinung ist sehr konstruktiv."",""model"":""UNK"",""editXml"":""Deine Meinung ist sehr konstruktiv."",""corrected"":""Deine Meinung ist sehr konstruktiv."",""editOps"":[]}"
1774,"Glauben Sie, Sie können Ihre Idee in die Praxis umsetzen?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Glauben Sie, Sie können Ihre Idee in die Praxis umsetzen?"",""model"":""UNK"",""editXml"":""Glauben Sie, Sie können Ihre Idee in die Praxis umsetzen?"",""corrected"":""Glauben Sie, Sie können Ihre Idee in die Praxis umsetzen?"",""editOps"":[]}"
1775,Ich werde deinen Bericht studieren.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich werde deinen Bericht studieren."",""model"":""UNK"",""editXml"":""Ich werde deinen Bericht studieren."",""corrected"":""Ich werde deinen Bericht studieren."",""editOps"":[]}"
1776,"Ihr Bericht ist sehr gut, ja sogar ausgezeichnet.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ihr Bericht ist sehr gut, ja sogar ausgezeichnet."",""model"":""UNK"",""editXml"":""Ihr Bericht ist sehr gut, ja sogar ausgezeichnet."",""corrected"":""Ihr Bericht ist sehr gut, ja sogar ausgezeichnet."",""editOps"":[]}"
