,Input,Output,Response
204,Salz hilft Nahrungsmittel vom Verderb zu bewahren.,"Salz hilft, Nahrungsmittel vom Verderb zu bewahren.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Salz hilft<b>,<\/b> Nahrungsmittel vom Verderb zu bewahren."",""model"":""UNK"",""editXml"":""Salz hilft<INS TOK=','\/> Nahrungsmittel vom Verderb zu bewahren."",""corrected"":""Salz hilft, Nahrungsmittel vom Verderb zu bewahren."",""editOps"":[]}"
205,Bitte gib mir einen Bleistift und ein paar Blatt Papier.,"Bitte, gib mir einen Bleistift und ein paar Blatt Papier.","{""explainHtml"":""<p  class='LT2'><b>Blatt<\/b> : Möglicher Tippfehler: Müsste dieses Wort im Plural stehen?<br\/>→ <span class='LTsuggest'>Blätter<\/span>, <span class='LTsuggest'>Blättern<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Blatt<\/b> : Möglicher Tippfehler: Müsste dieses Wort im Plural stehen?<br\/>→ <span class='LTsuggest'>Blätter<\/span>, <span class='LTsuggest'>Blättern<\/span><\/p>\n"",""correctedHtml"":""Bitte<b>,<\/b> gib mir einen Bleistift und ein paar <u class='LT2'>Blatt<\/u> Papier."",""model"":""UNK"",""editXml"":""Bitte<INS TOK=''\/> gib mir einen Bleistift und ein paar <DBT RID='LT2'>Blatt<\/DBT> Papier."",""corrected"":""Bitte, gib mir einen Bleistift und ein paar Blatt Papier."",""editOps"":[{""LTID"":""LT2"",""beg"":43,""kind"":""DBT"",""alt"":"""",""text"":""Blatt""}]}"
206,Rede nicht lange um den heißen Brei herum: komm zur Sache!,Rede nicht lange um den heißen Brei herum: Komm zur Sache!,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Brei<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Rede nicht lange um den heißen Brei herum: <b title='komm'>Komm<\/b> zur Sache!"",""model"":""UNK"",""editXml"":""Rede nicht lange um den heißen Brei herum: <REP TOK='Komm'>komm<\/REP> zur Sache!"",""corrected"":""Rede nicht lange um den heißen Brei herum: Komm zur Sache!"",""editOps"":[{""LTID"":"""",""beg"":43,""kind"":""REP"",""alt"":""Komm"",""text"":""komm""}]}"
207,"Von ferne gesehen, sieht der Felsen aus wie ein altes Schloss.","Von Ferne gesehen, sieht der Felsen aus wie ein altes Schloss.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Von <b title='ferne'>Ferne<\/b> gesehen, sieht der Felsen aus wie ein altes Schloss."",""model"":""UNK"",""editXml"":""Von <REP TOK='Ferne'>ferne<\/REP> gesehen, sieht der Felsen aus wie ein altes Schloss."",""corrected"":""Von Ferne gesehen, sieht der Felsen aus wie ein altes Schloss."",""editOps"":[{""LTID"":"""",""beg"":4,""kind"":""REP"",""alt"":""Ferne"",""text"":""ferne""}]}"
208,Im Wald wimmelt es von Affen.,Im Wald wimmelt es vom Hafen.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Im Wald wimmelt es <b title='von Affen'>vom Hafen<\/b>."",""model"":""UNK"",""editXml"":""Im Wald wimmelt es <REP TOK='vom Hafen'>von Affen<\/REP>."",""corrected"":""Im Wald wimmelt es vom Hafen."",""editOps"":[{""LTID"":"""",""beg"":19,""kind"":""REP"",""alt"":""vom Hafen"",""text"":""von Affen""}]}"
209,Ich habe keine Lust auf den Bahnhof zu laufen.,"Ich habe keine Lust, auf den Bahnhof zu laufen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich habe keine Lust<b>,<\/b> auf den Bahnhof zu laufen."",""model"":""UNK"",""editXml"":""Ich habe keine Lust<INS TOK=''\/> auf den Bahnhof zu laufen."",""corrected"":""Ich habe keine Lust, auf den Bahnhof zu laufen."",""editOps"":[]}"
210,Die Briten sind es gewöhnt in der Schlange zu stehen.,"Die Briten sind es gewöhnt, in der Schlange zu stehen.","{""explainHtml"":""<p  class='LT2'><b>gewöhnt<\/b> : Mögliche Wortverwechslung: Meinten Sie <b>gewohnt<\/b>?<br\/>→ <span class='LTsuggest'>gewohnt<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Briten<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>gewöhnt<\/b> : Mögliche Wortverwechslung: Meinten Sie <b>gewohnt<\/b>?<br\/>→ <span class='LTsuggest'>gewohnt<\/span><\/p>\n"",""correctedHtml"":""Die Briten sind <u title='so || es'>es<\/u> <u class='LT2'>gewöhnt<\/u><b>,<\/b> in der Schlange zu stehen."",""model"":""UNK"",""editXml"":""Die Briten sind <DBT TOK='so || es'>es<\/DBT> <DBT RID='LT2'>gewöhnt<\/DBT><INS TOK=''\/> in der Schlange zu stehen."",""corrected"":""Die Briten sind es gewöhnt, in der Schlange zu stehen."",""editOps"":[{""LTID"":"""",""beg"":16,""kind"":""DBT"",""alt"":""so || es"",""text"":""es""},{""LTID"":""LT2"",""beg"":19,""kind"":""DBT"",""alt"":"""",""text"":""gewöhnt""}]}"
211,"Manche englische Wörter haben zwei Schreibweisen, z. B. ""gray"" und ""grey"".","Manche englische Wörter haben zwei Schreibweisen, z. B. ""Gray"" und ""Grey"".","{""explainHtml"":""<p  class='LT2'><b>Manche englische Wörter<\/b> : Möglicherweise fehlende grammatische Übereinstimmung von Kasus, Numerus oder Genus. Beispiel: 'mein kleiner Haus' statt 'mein kleines Haus'<br\/>→ <span class='LTsuggest'>Manche englischen Wörter<\/span><\/p>\n<p  class='LT4'><b>gray<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>grau<\/span>, <span class='LTsuggest'>gram<\/span>, <span class='LTsuggest'>gay<\/span>, <span class='LTsuggest'>gab<\/span>, <span class='LTsuggest'>kam<\/span>, <span class='LTsuggest'>trat<\/span>, <span class='LTsuggest'>Frau<\/span>, <span class='LTsuggest'>groß<\/span>, <span class='LTsuggest'>Graf<\/span>, <span class='LTsuggest'>gar<\/span><\/p>\n<p  class='LT6'><b>grey<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>drei<\/span>, <span class='LTsuggest'>frei<\/span>, <span class='LTsuggest'>groß<\/span>, <span class='LTsuggest'>grün<\/span>, <span class='LTsuggest'>gern<\/span>, <span class='LTsuggest'>grau<\/span>, <span class='LTsuggest'>grob<\/span>, <span class='LTsuggest'>treu<\/span>, <span class='LTsuggest'>gen<\/span>, <span class='LTsuggest'>reg<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Manche englische Wörter<\/b> : Möglicherweise fehlende grammatische Übereinstimmung von Kasus, Numerus oder Genus. Beispiel: 'mein kleiner Haus' statt 'mein kleines Haus'<br\/>→ <span class='LTsuggest'>Manche englischen Wörter<\/span><\/p>\n<p  class='LT0'><b>gray<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>grau<\/span>, <span class='LTsuggest'>gram<\/span>, <span class='LTsuggest'>gay<\/span>, <span class='LTsuggest'>gab<\/span>, <span class='LTsuggest'>kam<\/span>, <span class='LTsuggest'>trat<\/span>, <span class='LTsuggest'>Frau<\/span>, <span class='LTsuggest'>groß<\/span>, <span class='LTsuggest'>Graf<\/span>, <span class='LTsuggest'>gar<\/span><\/p>\n<p  class='LT0'><b>grey<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>drei<\/span>, <span class='LTsuggest'>frei<\/span>, <span class='LTsuggest'>groß<\/span>, <span class='LTsuggest'>grün<\/span>, <span class='LTsuggest'>gern<\/span>, <span class='LTsuggest'>grau<\/span>, <span class='LTsuggest'>grob<\/span>, <span class='LTsuggest'>treu<\/span>, <span class='LTsuggest'>gen<\/span>, <span class='LTsuggest'>reg<\/span><\/p>\n"",""correctedHtml"":""<u class='LT2'>Manche<\/u> <u class='LT2'>englische<\/u> <u class='LT2'>Wörter<\/u> haben zwei Schreibweisen, z. B. \""<b title='gray'><i class='LT4'>Gray<\/i><\/b>\"" und \""<b title='grey'><i class='LT6'>Grey<\/i><\/b>\""."",""model"":""UNK"",""editXml"":""<DBT RID='LT2'>Manche<\/DBT> <DBT RID='LT2'>englische<\/DBT> <DBT RID='LT2'>Wörter<\/DBT> haben zwei Schreibweisen, z. B. \""<REP TOK='Gray'><UNK RID='LT4'>gray<\/UNK><\/REP>\"" und \""<REP TOK='Grey'><UNK RID='LT6'>grey<\/UNK><\/REP>\""."",""corrected"":""Manche englische Wörter haben zwei Schreibweisen, z. B. \""Gray\"" und \""Grey\""."",""editOps"":[{""LTID"":""LT2"",""beg"":0,""kind"":""DBT"",""alt"":"""",""text"":""Manche""},{""LTID"":""LT2"",""beg"":7,""kind"":""DBT"",""alt"":"""",""text"":""englische""},{""LTID"":""LT2"",""beg"":17,""kind"":""DBT"",""alt"":"""",""text"":""Wörter""},{""LTID"":""LT4"",""beg"":57,""kind"":""UNK"",""alt"":"""",""text"":""gray""},{""LTID"":"""",""beg"":57,""kind"":""REP"",""alt"":""Gray"",""text"":""gray""},{""LTID"":""LT6"",""beg"":68,""kind"":""UNK"",""alt"":"""",""text"":""grey""},{""LTID"":"""",""beg"":68,""kind"":""REP"",""alt"":""Grey"",""text"":""grey""}]}"
212,Der Schwimmer reckte den Kopf und schnappte nach Luft.,Der Schwimmer regte den Kopf und schnappte nach Luft.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Der Schwimmer <b title='reckte'>regte<\/b> den Kopf und schnappte nach Luft."",""model"":""UNK"",""editXml"":""Der Schwimmer <REP TOK='regte'>reckte<\/REP> den Kopf und schnappte nach Luft."",""corrected"":""Der Schwimmer regte den Kopf und schnappte nach Luft."",""editOps"":[{""LTID"":"""",""beg"":14,""kind"":""REP"",""alt"":""regte"",""text"":""reckte""}]}"
213,Ich denke ein Film ist viel unterhaltsamer als jedes Buch.,"Ich denke, ein Film ist viel unterhaltsamer als jedes Buch.","{""explainHtml"":""<p  class='LT2'><b>denke ein Film ist<\/b> : Hier sollte ein Komma eingefügt werden, wenn es sich bei dem hinteren Satzteil um einen Nebensatz handelt.<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>denke ein Film ist<\/b> : Hier sollte ein Komma eingefügt werden, wenn es sich bei dem hinteren Satzteil um einen Nebensatz handelt.<\/p>\n"",""correctedHtml"":""Ich <u class='LT2'>denke<\/u><b>,<\/b> <u class='LT2'>ein<\/u> <u class='LT2'>Film<\/u> <u class='LT2'>ist<\/u> viel unterhaltsamer als jedes Buch."",""model"":""UNK"",""editXml"":""Ich <DBT RID='LT2'>denke<\/DBT><INS TOK=','\/> <DBT RID='LT2'>ein<\/DBT> <DBT RID='LT2'>Film<\/DBT> <DBT RID='LT2'>ist<\/DBT> viel unterhaltsamer als jedes Buch."",""corrected"":""Ich denke, ein Film ist viel unterhaltsamer als jedes Buch."",""editOps"":[{""LTID"":""LT2"",""beg"":4,""kind"":""DBT"",""alt"":"""",""text"":""denke""},{""LTID"":""LT2"",""beg"":10,""kind"":""DBT"",""alt"":"""",""text"":""ein""},{""LTID"":""LT2"",""beg"":14,""kind"":""DBT"",""alt"":"""",""text"":""Film""},{""LTID"":""LT2"",""beg"":19,""kind"":""DBT"",""alt"":"""",""text"":""ist""}]}"
214,Ich würde mich eher umbringen als mich mit meinem Schicksal zu versöhnen.,"Ich würde mich eher umbringen, als mich mit meinem Schicksal zu versöhnen.","{""explainHtml"":""<p  class='LT2'><b> als<\/b> : Wenn es sich hier um eine Infinitivgruppe ('zu' + Grundform) handelt, muss in der Regel ein Komma gesetzt werden.<br\/>→ <span class='LTsuggest'>, als<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b> als<\/b> : Wenn es sich hier um eine Infinitivgruppe ('zu' + Grundform) handelt, muss in der Regel ein Komma gesetzt werden.<br\/>→ <span class='LTsuggest'>, als<\/span><\/p>\n"",""correctedHtml"":""Ich würde mich eher umbringen<b>,<\/b> <u class='LT2'>als<\/u> mich mit meinem Schicksal zu versöhnen."",""model"":""UNK"",""editXml"":""Ich würde mich eher umbringen<INS TOK=','\/> <DBT RID='LT2'>als<\/DBT> mich mit meinem Schicksal zu versöhnen."",""corrected"":""Ich würde mich eher umbringen, als mich mit meinem Schicksal zu versöhnen."",""editOps"":[{""LTID"":""LT2"",""beg"":30,""kind"":""DBT"",""alt"":"""",""text"":""als""}]}"
215,Das Auto verunglückte weil der Fahrer unvorsichtig war.,"Das Auto verunglückte, weil der Fahrer unvorsichtig war.","{""explainHtml"":""<p  class='LT2'><b> weil<\/b> : Der von 'weil' eingeleitete Nebensatz muss in der Regel mit einem Komma vom Hauptsatz getrennt werden.<br\/>→ <span class='LTsuggest'>, weil<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b> weil<\/b> : Der von 'weil' eingeleitete Nebensatz muss in der Regel mit einem Komma vom Hauptsatz getrennt werden.<br\/>→ <span class='LTsuggest'>, weil<\/span><\/p>\n"",""correctedHtml"":""Das Auto verunglückte<b>,<\/b> <u class='LT2'>weil<\/u> der Fahrer unvorsichtig war."",""model"":""UNK"",""editXml"":""Das Auto verunglückte<INS TOK=','\/> <DBT RID='LT2'>weil<\/DBT> der Fahrer unvorsichtig war."",""corrected"":""Das Auto verunglückte, weil der Fahrer unvorsichtig war."",""editOps"":[{""LTID"":""LT2"",""beg"":22,""kind"":""DBT"",""alt"":"""",""text"":""weil""}]}"
216,Du bist zu betrunken um zu fahren.,"Du bist zu betrunken, um zu fahren.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Du bist zu betrunken<b>,<\/b> um zu fahren."",""model"":""UNK"",""editXml"":""Du bist zu betrunken<INS TOK=','\/> um zu fahren."",""corrected"":""Du bist zu betrunken, um zu fahren."",""editOps"":[]}"
217,Der Regen hinderte uns unser Tennisspiel zu beenden.,"Der Regen hinderte uns, unser Tennisspiel zu beenden.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Der Regen hinderte uns<b>,<\/b> unser Tennisspiel zu beenden."",""model"":""UNK"",""editXml"":""Der Regen hinderte uns<INS TOK=','\/> unser Tennisspiel zu beenden."",""corrected"":""Der Regen hinderte uns, unser Tennisspiel zu beenden."",""editOps"":[]}"
218,Der Regen begann in Schnee überzugehen.,Der Regen begann im Schnee überzugehen.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Schnee<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Der Regen begann <b title='in'>im<\/b> Schnee überzugehen."",""model"":""UNK"",""editXml"":""Der Regen begann <REP TOK='im'>in<\/REP> Schnee überzugehen."",""corrected"":""Der Regen begann im Schnee überzugehen."",""editOps"":[{""LTID"":"""",""beg"":17,""kind"":""REP"",""alt"":""im"",""text"":""in""}]}"
219,Lass uns warten bis der Regen aufhört.,"Lass uns warten, bis der Regen aufhört.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Lass uns warten<b>,<\/b> bis der Regen aufhört."",""model"":""UNK"",""editXml"":""Lass uns warten<INS TOK=','\/> bis der Regen aufhört."",""corrected"":""Lass uns warten, bis der Regen aufhört."",""editOps"":[]}"
220,Wenn es regnet wird das Spiel verschoben.,"Wenn es regnet, wird das Spiel verschoben.","{""explainHtml"":""<p  class='LT2'><b>Wenn<\/b> : Der von 'wenn' eingeleitete Nebensatz muss in der Regel mit einem Komma vom Hauptsatz getrennt werden.<\/p>\n<p  class='LT4'><b>regnet wird<\/b> : Hier sollte ein Komma eingefügt werden, wenn es sich bei dem hinteren Satzteil um einen Nebensatz handelt.<br\/>→ <span class='LTsuggest'>regnet, wird<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Wenn<\/b> : Der von 'wenn' eingeleitete Nebensatz muss in der Regel mit einem Komma vom Hauptsatz getrennt werden.<\/p>\n<p  class='LT0'><b>regnet wird<\/b> : Hier sollte ein Komma eingefügt werden, wenn es sich bei dem hinteren Satzteil um einen Nebensatz handelt.<br\/>→ <span class='LTsuggest'>regnet, wird<\/span><\/p>\n"",""correctedHtml"":""<u class='LT2'>Wenn<\/u> es <u class='LT4'>regnet<\/u><b>,<\/b> <u class='LT4'>wird<\/u> das Spiel verschoben."",""model"":""UNK"",""editXml"":""<DBT RID='LT2'>Wenn<\/DBT> es <DBT RID='LT4'>regnet<\/DBT><INS TOK=','\/> <DBT RID='LT4'>wird<\/DBT> das Spiel verschoben."",""corrected"":""Wenn es regnet, wird das Spiel verschoben."",""editOps"":[{""LTID"":""LT2"",""beg"":0,""kind"":""DBT"",""alt"":"""",""text"":""Wenn""},{""LTID"":""LT4"",""beg"":8,""kind"":""DBT"",""alt"":"""",""text"":""regnet""},{""LTID"":""LT4"",""beg"":15,""kind"":""DBT"",""alt"":"""",""text"":""wird""}]}"
221,"Weil es regnete, sind wir doch nicht picknicken gegangen.","Weil es regnete, sind wir doch nicht Picknicken gegangen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Weil es regnete, sind wir doch nicht <b title='picknicken'>Picknicken<\/b> gegangen."",""model"":""UNK"",""editXml"":""Weil es regnete, sind wir doch nicht <REP TOK='Picknicken'>picknicken<\/REP> gegangen."",""corrected"":""Weil es regnete, sind wir doch nicht Picknicken gegangen."",""editOps"":[{""LTID"":"""",""beg"":37,""kind"":""REP"",""alt"":""Picknicken"",""text"":""picknicken""}]}"
222,Wenn es doch nur aufhören würde zu regnen!,"Wenn es doch nur aufhören würde, zu regnen!","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Wenn es doch nur aufhören würde<b>,<\/b> zu regnen!"",""model"":""UNK"",""editXml"":""Wenn es doch nur aufhören würde<INS TOK=''\/> zu regnen!"",""corrected"":""Wenn es doch nur aufhören würde, zu regnen!"",""editOps"":[]}"
223,Ich möchte für eine Woche ihren günstigsten Wagen mieten.,Ich möchte für eine Woche Ihren günstigsten Wagen mieten.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Ich möchte für eine Woche <b title='ihren'>Ihren<\/b> günstigsten Wagen mieten."",""model"":""UNK"",""editXml"":""Ich möchte für eine Woche <REP TOK='Ihren'>ihren<\/REP> günstigsten Wagen mieten."",""corrected"":""Ich möchte für eine Woche Ihren günstigsten Wagen mieten."",""editOps"":[{""LTID"":"""",""beg"":26,""kind"":""REP"",""alt"":""Ihren"",""text"":""ihren""}]}"
224,Warum um Himmels willen hast du deinen Neubau verkauft?,"Warum um Himmels willen, hast du deinen Neubau verkauft?","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Himmels<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Warum um Himmels willen<b>,<\/b> hast du deinen Neubau verkauft?"",""model"":""UNK"",""editXml"":""Warum um Himmels willen<INS TOK=''\/> hast du deinen Neubau verkauft?"",""corrected"":""Warum um Himmels willen, hast du deinen Neubau verkauft?"",""editOps"":[]}"
225,"Was, zum Teufel, tust Du?","Was, zum Teufel, tust du?","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Was, zum Teufel, tust <b title='Du'>du<\/b>?"",""model"":""UNK"",""editXml"":""Was, zum Teufel, tust <REP TOK='du'>Du<\/REP>?"",""corrected"":""Was, zum Teufel, tust du?"",""editOps"":[{""LTID"":"""",""beg"":22,""kind"":""REP"",""alt"":""du"",""text"":""Du""}]}"
226,"Alle Arbeiter gingen heim, außer einem.","Alle Arbeiter gingen ein, außer einem.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Alle Arbeiter gingen <b title='heim'>ein<\/b>, außer einem."",""model"":""UNK"",""editXml"":""Alle Arbeiter gingen <REP TOK='ein'>heim<\/REP>, außer einem."",""corrected"":""Alle Arbeiter gingen ein, außer einem."",""editOps"":[{""LTID"":"""",""beg"":21,""kind"":""REP"",""alt"":""ein"",""text"":""heim""}]}"
227,"Es war unvorsichtig von ihr, alleine hinauszugehen.","Es war unvorsichtig von hier, alleine hinauszugehen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Es war unvorsichtig von <b title='ihr'>hier<\/b>, alleine hinauszugehen."",""model"":""UNK"",""editXml"":""Es war unvorsichtig von <REP TOK='hier'>ihr<\/REP>, alleine hinauszugehen."",""corrected"":""Es war unvorsichtig von hier, alleine hinauszugehen."",""editOps"":[{""LTID"":"""",""beg"":24,""kind"":""REP"",""alt"":""hier"",""text"":""ihr""}]}"
